id,category,title,visualType,visualItem,operandA,operandB,operator,correctAnswer,timerSeconds,optionsText,explanation
"q_coding_pola_196","coding_pola","Perhatikan pola bunga: 🌸 Pink - 🌼 Kuning - 🌸 Pink - 🌼 Kuning - 🌸 Pink - [...]. Bunga berikutnya berwarna?","shapes","🎨",0,0,"=",2,25,"[""🌺 Merah"",""🌼 Kuning"",""🌸 Pink""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_pola_197","coding_pola","Perhatikan pola bentuk: 🔺 Segitiga - 🟩 Persegi - 🔺 Segitiga - 🟩 Persegi - [...]. Bentuk selanjutnya adalah?","shapes","🎨",0,0,"=",1,25,"[""🔺 Segitiga"",""⚪ Lingkaran"",""🟩 Persegi""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_pola_198","coding_pola","Perhatikan pola suara hewan: 'Mbeee' - 'Guk guk' - 'Mbeee' - 'Guk guk' - [...]. Suara berikutnya adalah?","shapes","🎨",0,0,"=",2,25,"[""'Meong' (Kucing)"",""'Mbeee' (Kambing)"",""'Guk guk' (Anjing)""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_pola_199","coding_pola","Perhatikan pola ukuran: Short (Pendek) - Tall (Tinggi) - Short - Tall - [...]. Selanjutnya adalah?","shapes","🎨",0,0,"=",3,25,"[""Sangat Tinggi"",""Tall (Tinggi)"",""Short (Pendek)""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_pola_200","coding_pola","Perhatikan pola emoji: 🌞 Matahari - 🌙 Bulan - 🌞 Matahari - 🌙 Bulan - [...]. Gambar selanjutnya adalah?","shapes","🎨",0,0,"=",3,25,"[""⭐ Bintang"",""🌙 Bulan"",""🌞 Matahari""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_pola_201","coding_pola","Perhatikan pola: 1 Bintang ⭐ - 2 Bintang ⭐⭐ - 1 Bintang ⭐ - 2 Bintang ⭐⭐ - [...]. Selanjutnya berapa bintang?","shapes","🎨",0,0,"=",3,25,"[""3 Bintang ⭐⭐⭐"",""2 Bintang ⭐⭐"",""1 Bintang ⭐""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_pola_202","coding_pola","Perhatikan pola: Besar - Besar - Kecil - Besar - Besar - [...]. Selanjutnya ukuran apa?","shapes","🎨",0,0,"=",2,25,"[""Besar"",""Kecil"",""Sedang""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_pola_203","coding_pola","Pola nada suara: Tinggi - Rendah - Tinggi - Rendah - [...]. Nada berikutnya adalah?","shapes","🎨",0,0,"=",2,25,"[""Sangat Rendah"",""Tinggi"",""Rendah""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_pola_204","coding_pola","Perhatikan pola warna balon berikut: 🌸 Pink - ⚪ Putih - 🌸 Pink - ⚪ Putih - 🌸 Pink - [...]. Balon berikutnya berwarna?","shapes","🎨",0,0,"=",1,25,"[""⚪ Putih"",""🟡 Kuning"",""🌸 Pink""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_pola_205","coding_pola","Perhatikan pola bentuk berikut: 🟦 Persegi - 🟡 Lingkaran - 🟦 Persegi - 🟡 Lingkaran - [...]. Bentuk selanjutnya adalah?","shapes","🎨",0,0,"=",2,25,"[""🔺 Segitiga"",""🟦 Persegi"",""🟡 Lingkaran""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_pola_206","coding_pola","Perhatikan pola buah berikut: 🍎 Apel - 🍌 Pisang - 🍎 Apel - 🍌 Pisang - [...]. Buah selanjutnya adalah?","shapes","🎨",0,0,"=",1,25,"[""🍎 Apel"",""🍊 Jeruk"",""🍌 Pisang""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_pola_207","coding_pola","Perhatikan pola hewan: 🐱 Kucing - 🐶 Anjing - 🐱 Kucing - 🐶 Anjing - [...]. Hewan berikutnya adalah?","shapes","🎨",0,0,"=",2,25,"[""🐶 Anjing"",""🐱 Kucing"",""🐰 Kelinci""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_pola_208","coding_pola","Perhatikan pola angka: 1 - 2 - 1 - 2 - 1 - [...]. Angka berikutnya adalah?","shapes","🎨",0,0,"=",2,25,"[""1"",""2"",""3""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_pola_209","coding_pola","Perhatikan pola ukuran bola: ⚽ Besar - ⚽ Kecil - ⚽ Besar - ⚽ Kecil - [...]. Ukuran bola berikutnya adalah?","shapes","🎨",0,0,"=",2,25,"[""⚽ Kecil"",""⚽ Besar"",""⚽ Sedang""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_pola_210","coding_pola","Perhatikan pola emosi emoji: 😀 Senyum - 😢 Sedih - 😀 Senyum - 😢 Sedih - [...]. Gambar selanjutnya adalah?","shapes","🎨",0,0,"=",2,25,"[""😢 Sedih"",""😀 Senyum"",""😡 Marah""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_pola_211","coding_pola","Perhatikan pola tepukan: 👏 Tepuk 1x - 👏 Tepuk 2x - 👏 Tepuk 1x - 👏 Tepuk 2x - [...]. Tepukan berikutnya adalah?","shapes","🎨",0,0,"=",2,25,"[""Tepuk 2x"",""Tepuk 1x"",""Tepuk 3x""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_pola_212","coding_pola","Perhatikan pola warna baju: ⚪ Putih - ⬛ Hitam - ⚪ Putih - ⬛ Hitam - [...]. Warna berikutnya adalah?","shapes","🎨",0,0,"=",2,25,"[""⬛ Hitam"",""⚪ Putih"",""🟥 Merah""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_pola_213","coding_pola","Perhatikan pola bunga: 🌸 Pink - 🌼 Kuning - 🌸 Pink - 🌼 Kuning - 🌸 Pink - [...]. Bunga berikutnya berwarna?","shapes","🎨",0,0,"=",1,25,"[""🌼 Kuning"",""🌸 Pink"",""🌺 Merah""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_pola_214","coding_pola","Perhatikan pola bentuk: 🔺 Segitiga - 🟩 Persegi - 🔺 Segitiga - 🟩 Persegi - [...]. Bentuk selanjutnya adalah?","shapes","🎨",0,0,"=",1,25,"[""🔺 Segitiga"",""🟩 Persegi"",""⚪ Lingkaran""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_pola_215","coding_pola","Perhatikan pola suara hewan: 'Mbeee' - 'Guk guk' - 'Mbeee' - 'Guk guk' - [...]. Suara berikutnya adalah?","shapes","🎨",0,0,"=",1,25,"[""'Mbeee' (Kambing)"",""'Guk guk' (Anjing)"",""'Meong' (Kucing)""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_pola_216","coding_pola","Perhatikan pola ukuran: Short (Pendek) - Tall (Tinggi) - Short - Tall - [...]. Selanjutnya adalah?","shapes","🎨",0,0,"=",1,25,"[""Short (Pendek)"",""Tall (Tinggi)"",""Sangat Tinggi""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_pola_217","coding_pola","Perhatikan pola emoji: 🌞 Matahari - 🌙 Bulan - 🌞 Matahari - 🌙 Bulan - [...]. Gambar selanjutnya adalah?","shapes","🎨",0,0,"=",2,25,"[""🌙 Bulan"",""🌞 Matahari"",""⭐ Bintang""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_pola_218","coding_pola","Perhatikan pola: 1 Bintang ⭐ - 2 Bintang ⭐⭐ - 1 Bintang ⭐ - 2 Bintang ⭐⭐ - [...]. Selanjutnya berapa bintang?","shapes","🎨",0,0,"=",1,25,"[""1 Bintang ⭐"",""3 Bintang ⭐⭐⭐"",""2 Bintang ⭐⭐""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_pola_219","coding_pola","Perhatikan pola: Besar - Besar - Kecil - Besar - Besar - [...]. Selanjutnya ukuran apa?","shapes","🎨",0,0,"=",2,25,"[""Sedang"",""Kecil"",""Besar""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_pola_220","coding_pola","Pola nada suara: Tinggi - Rendah - Tinggi - Rendah - [...]. Nada berikutnya adalah?","shapes","🎨",0,0,"=",1,25,"[""Tinggi"",""Sangat Rendah"",""Rendah""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_pola_221","coding_pola","Perhatikan pola warna balon berikut: 🟣 Ungu - 🌸 Pink - 🟣 Ungu - 🌸 Pink - 🟣 Ungu - [...]. Balon berikutnya berwarna?","shapes","🎨",0,0,"=",1,25,"[""🌸 Pink"",""🟣 Ungu"",""🟡 Kuning""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_pola_222","coding_pola","Perhatikan pola bentuk berikut: 🟦 Persegi - 🟡 Lingkaran - 🟦 Persegi - 🟡 Lingkaran - [...]. Bentuk selanjutnya adalah?","shapes","🎨",0,0,"=",3,25,"[""🔺 Segitiga"",""🟡 Lingkaran"",""🟦 Persegi""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_pola_223","coding_pola","Perhatikan pola buah berikut: 🍎 Apel - 🍌 Pisang - 🍎 Apel - 🍌 Pisang - [...]. Buah selanjutnya adalah?","shapes","🎨",0,0,"=",1,25,"[""🍎 Apel"",""🍌 Pisang"",""🍊 Jeruk""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_pola_224","coding_pola","Perhatikan pola hewan: 🐱 Kucing - 🐶 Anjing - 🐱 Kucing - 🐶 Anjing - [...]. Hewan berikutnya adalah?","shapes","🎨",0,0,"=",2,25,"[""🐰 Kelinci"",""🐱 Kucing"",""🐶 Anjing""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_pola_225","coding_pola","Perhatikan pola angka: 1 - 2 - 1 - 2 - 1 - [...]. Angka berikutnya adalah?","shapes","🎨",0,0,"=",3,25,"[""3"",""1"",""2""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_pola_226","coding_pola","Perhatikan pola ukuran bola: ⚽ Besar - ⚽ Kecil - ⚽ Besar - ⚽ Kecil - [...]. Ukuran bola berikutnya adalah?","shapes","🎨",0,0,"=",3,25,"[""⚽ Kecil"",""⚽ Sedang"",""⚽ Besar""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_pola_227","coding_pola","Perhatikan pola emosi emoji: 😀 Senyum - 😢 Sedih - 😀 Senyum - 😢 Sedih - [...]. Gambar selanjutnya adalah?","shapes","🎨",0,0,"=",1,25,"[""😀 Senyum"",""😢 Sedih"",""😡 Marah""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_pola_228","coding_pola","Perhatikan pola tepukan: 👏 Tepuk 1x - 👏 Tepuk 2x - 👏 Tepuk 1x - 👏 Tepuk 2x - [...]. Tepukan berikutnya adalah?","shapes","🎨",0,0,"=",2,25,"[""Tepuk 2x"",""Tepuk 1x"",""Tepuk 3x""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_pola_229","coding_pola","Perhatikan pola warna baju: ⚪ Putih - ⬛ Hitam - ⚪ Putih - ⬛ Hitam - [...]. Warna berikutnya adalah?","shapes","🎨",0,0,"=",3,25,"[""🟥 Merah"",""⬛ Hitam"",""⚪ Putih""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_pola_230","coding_pola","Perhatikan pola bunga: 🌸 Pink - 🌼 Kuning - 🌸 Pink - 🌼 Kuning - 🌸 Pink - [...]. Bunga berikutnya berwarna?","shapes","🎨",0,0,"=",2,25,"[""🌸 Pink"",""🌼 Kuning"",""🌺 Merah""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_pola_231","coding_pola","Perhatikan pola bentuk: 🔺 Segitiga - 🟩 Persegi - 🔺 Segitiga - 🟩 Persegi - [...]. Bentuk selanjutnya adalah?","shapes","🎨",0,0,"=",3,25,"[""🟩 Persegi"",""⚪ Lingkaran"",""🔺 Segitiga""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_pola_232","coding_pola","Perhatikan pola suara hewan: 'Mbeee' - 'Guk guk' - 'Mbeee' - 'Guk guk' - [...]. Suara berikutnya adalah?","shapes","🎨",0,0,"=",3,25,"[""'Meong' (Kucing)"",""'Guk guk' (Anjing)"",""'Mbeee' (Kambing)""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_pola_233","coding_pola","Perhatikan pola ukuran: Short (Pendek) - Tall (Tinggi) - Short - Tall - [...]. Selanjutnya adalah?","shapes","🎨",0,0,"=",3,25,"[""Tall (Tinggi)"",""Sangat Tinggi"",""Short (Pendek)""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_pola_234","coding_pola","Perhatikan pola emoji: 🌞 Matahari - 🌙 Bulan - 🌞 Matahari - 🌙 Bulan - [...]. Gambar selanjutnya adalah?","shapes","🎨",0,0,"=",3,25,"[""⭐ Bintang"",""🌙 Bulan"",""🌞 Matahari""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_pola_235","coding_pola","Perhatikan pola: 1 Bintang ⭐ - 2 Bintang ⭐⭐ - 1 Bintang ⭐ - 2 Bintang ⭐⭐ - [...]. Selanjutnya berapa bintang?","shapes","🎨",0,0,"=",1,25,"[""1 Bintang ⭐"",""2 Bintang ⭐⭐"",""3 Bintang ⭐⭐⭐""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_pola_236","coding_pola","Perhatikan pola: Besar - Besar - Kecil - Besar - Besar - [...]. Selanjutnya ukuran apa?","shapes","🎨",0,0,"=",3,25,"[""Besar"",""Sedang"",""Kecil""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_pola_237","coding_pola","Pola nada suara: Tinggi - Rendah - Tinggi - Rendah - [...]. Nada berikutnya adalah?","shapes","🎨",0,0,"=",3,25,"[""Rendah"",""Sangat Rendah"",""Tinggi""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_pola_238","coding_pola","Perhatikan pola warna balon berikut: 🟠 Oranye - 🟣 Ungu - 🟠 Oranye - 🟣 Ungu - 🟠 Oranye - [...]. Balon berikutnya berwarna?","shapes","🎨",0,0,"=",2,25,"[""🟠 Oranye"",""🟣 Ungu"",""🟡 Kuning""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_pola_239","coding_pola","Perhatikan pola bentuk berikut: 🟦 Persegi - 🟡 Lingkaran - 🟦 Persegi - 🟡 Lingkaran - [...]. Bentuk selanjutnya adalah?","shapes","🎨",0,0,"=",2,25,"[""🔺 Segitiga"",""🟦 Persegi"",""🟡 Lingkaran""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_pola_240","coding_pola","Perhatikan pola buah berikut: 🍎 Apel - 🍌 Pisang - 🍎 Apel - 🍌 Pisang - [...]. Buah selanjutnya adalah?","shapes","🎨",0,0,"=",3,25,"[""🍊 Jeruk"",""🍌 Pisang"",""🍎 Apel""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_pola_241","coding_pola","Perhatikan pola hewan: 🐱 Kucing - 🐶 Anjing - 🐱 Kucing - 🐶 Anjing - [...]. Hewan berikutnya adalah?","shapes","🎨",0,0,"=",2,25,"[""🐰 Kelinci"",""🐱 Kucing"",""🐶 Anjing""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_pola_242","coding_pola","Perhatikan pola angka: 1 - 2 - 1 - 2 - 1 - [...]. Angka berikutnya adalah?","shapes","🎨",0,0,"=",2,25,"[""1"",""2"",""3""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_pola_243","coding_pola","Perhatikan pola ukuran bola: ⚽ Besar - ⚽ Kecil - ⚽ Besar - ⚽ Kecil - [...]. Ukuran bola berikutnya adalah?","shapes","🎨",0,0,"=",2,25,"[""⚽ Kecil"",""⚽ Besar"",""⚽ Sedang""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_pola_244","coding_pola","Perhatikan pola emosi emoji: 😀 Senyum - 😢 Sedih - 😀 Senyum - 😢 Sedih - [...]. Gambar selanjutnya adalah?","shapes","🎨",0,0,"=",2,25,"[""😡 Marah"",""😀 Senyum"",""😢 Sedih""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_pola_245","coding_pola","Perhatikan pola tepukan: 👏 Tepuk 1x - 👏 Tepuk 2x - 👏 Tepuk 1x - 👏 Tepuk 2x - [...]. Tepukan berikutnya adalah?","shapes","🎨",0,0,"=",1,25,"[""Tepuk 1x"",""Tepuk 3x"",""Tepuk 2x""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_pola_246","coding_pola","Perhatikan pola warna baju: ⚪ Putih - ⬛ Hitam - ⚪ Putih - ⬛ Hitam - [...]. Warna berikutnya adalah?","shapes","🎨",0,0,"=",3,25,"[""⬛ Hitam"",""🟥 Merah"",""⚪ Putih""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_pola_247","coding_pola","Perhatikan pola bunga: 🌸 Pink - 🌼 Kuning - 🌸 Pink - 🌼 Kuning - 🌸 Pink - [...]. Bunga berikutnya berwarna?","shapes","🎨",0,0,"=",1,25,"[""🌼 Kuning"",""🌸 Pink"",""🌺 Merah""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_pola_248","coding_pola","Perhatikan pola bentuk: 🔺 Segitiga - 🟩 Persegi - 🔺 Segitiga - 🟩 Persegi - [...]. Bentuk selanjutnya adalah?","shapes","🎨",0,0,"=",3,25,"[""🟩 Persegi"",""⚪ Lingkaran"",""🔺 Segitiga""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_pola_249","coding_pola","Perhatikan pola suara hewan: 'Mbeee' - 'Guk guk' - 'Mbeee' - 'Guk guk' - [...]. Suara berikutnya adalah?","shapes","🎨",0,0,"=",2,25,"[""'Meong' (Kucing)"",""'Mbeee' (Kambing)"",""'Guk guk' (Anjing)""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_pola_250","coding_pola","Perhatikan pola ukuran: Short (Pendek) - Tall (Tinggi) - Short - Tall - [...]. Selanjutnya adalah?","shapes","🎨",0,0,"=",3,25,"[""Tall (Tinggi)"",""Sangat Tinggi"",""Short (Pendek)""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_pola_251","coding_pola","Perhatikan pola emoji: 🌞 Matahari - 🌙 Bulan - 🌞 Matahari - 🌙 Bulan - [...]. Gambar selanjutnya adalah?","shapes","🎨",0,0,"=",2,25,"[""🌙 Bulan"",""🌞 Matahari"",""⭐ Bintang""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_pola_252","coding_pola","Perhatikan pola: 1 Bintang ⭐ - 2 Bintang ⭐⭐ - 1 Bintang ⭐ - 2 Bintang ⭐⭐ - [...]. Selanjutnya berapa bintang?","shapes","🎨",0,0,"=",1,25,"[""1 Bintang ⭐"",""3 Bintang ⭐⭐⭐"",""2 Bintang ⭐⭐""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_pola_253","coding_pola","Perhatikan pola: Besar - Besar - Kecil - Besar - Besar - [...]. Selanjutnya ukuran apa?","shapes","🎨",0,0,"=",3,25,"[""Besar"",""Sedang"",""Kecil""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_pola_254","coding_pola","Pola nada suara: Tinggi - Rendah - Tinggi - Rendah - [...]. Nada berikutnya adalah?","shapes","🎨",0,0,"=",2,25,"[""Rendah"",""Tinggi"",""Sangat Rendah""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_pola_255","coding_pola","Perhatikan pola warna balon berikut: 🟢 Hijau - 🟠 Oranye - 🟢 Hijau - 🟠 Oranye - 🟢 Hijau - [...]. Balon berikutnya berwarna?","shapes","🎨",0,0,"=",2,25,"[""🟡 Kuning"",""🟠 Oranye"",""🟢 Hijau""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_pola_256","coding_pola","Perhatikan pola bentuk berikut: 🟦 Persegi - 🟡 Lingkaran - 🟦 Persegi - 🟡 Lingkaran - [...]. Bentuk selanjutnya adalah?","shapes","🎨",0,0,"=",1,25,"[""🟦 Persegi"",""🔺 Segitiga"",""🟡 Lingkaran""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_pola_257","coding_pola","Perhatikan pola buah berikut: 🍎 Apel - 🍌 Pisang - 🍎 Apel - 🍌 Pisang - [...]. Buah selanjutnya adalah?","shapes","🎨",0,0,"=",1,25,"[""🍎 Apel"",""🍊 Jeruk"",""🍌 Pisang""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_pola_258","coding_pola","Perhatikan pola hewan: 🐱 Kucing - 🐶 Anjing - 🐱 Kucing - 🐶 Anjing - [...]. Hewan berikutnya adalah?","shapes","🎨",0,0,"=",1,25,"[""🐱 Kucing"",""🐶 Anjing"",""🐰 Kelinci""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_pola_259","coding_pola","Perhatikan pola angka: 1 - 2 - 1 - 2 - 1 - [...]. Angka berikutnya adalah?","shapes","🎨",0,0,"=",2,25,"[""3"",""2"",""1""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_pola_260","coding_pola","Perhatikan pola ukuran bola: ⚽ Besar - ⚽ Kecil - ⚽ Besar - ⚽ Kecil - [...]. Ukuran bola berikutnya adalah?","shapes","🎨",0,0,"=",3,25,"[""⚽ Kecil"",""⚽ Sedang"",""⚽ Besar""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_pola_261","coding_pola","Perhatikan pola emosi emoji: 😀 Senyum - 😢 Sedih - 😀 Senyum - 😢 Sedih - [...]. Gambar selanjutnya adalah?","shapes","🎨",0,0,"=",3,25,"[""😢 Sedih"",""😡 Marah"",""😀 Senyum""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_pola_262","coding_pola","Perhatikan pola tepukan: 👏 Tepuk 1x - 👏 Tepuk 2x - 👏 Tepuk 1x - 👏 Tepuk 2x - [...]. Tepukan berikutnya adalah?","shapes","🎨",0,0,"=",3,25,"[""Tepuk 3x"",""Tepuk 2x"",""Tepuk 1x""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_pola_263","coding_pola","Perhatikan pola warna baju: ⚪ Putih - ⬛ Hitam - ⚪ Putih - ⬛ Hitam - [...]. Warna berikutnya adalah?","shapes","🎨",0,0,"=",1,25,"[""⚪ Putih"",""🟥 Merah"",""⬛ Hitam""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_pola_264","coding_pola","Perhatikan pola bunga: 🌸 Pink - 🌼 Kuning - 🌸 Pink - 🌼 Kuning - 🌸 Pink - [...]. Bunga berikutnya berwarna?","shapes","🎨",0,0,"=",2,25,"[""🌺 Merah"",""🌼 Kuning"",""🌸 Pink""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_pola_265","coding_pola","Perhatikan pola bentuk: 🔺 Segitiga - 🟩 Persegi - 🔺 Segitiga - 🟩 Persegi - [...]. Bentuk selanjutnya adalah?","shapes","🎨",0,0,"=",1,25,"[""🔺 Segitiga"",""⚪ Lingkaran"",""🟩 Persegi""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_pola_266","coding_pola","Perhatikan pola suara hewan: 'Mbeee' - 'Guk guk' - 'Mbeee' - 'Guk guk' - [...]. Suara berikutnya adalah?","shapes","🎨",0,0,"=",1,25,"[""'Mbeee' (Kambing)"",""'Meong' (Kucing)"",""'Guk guk' (Anjing)""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_pola_267","coding_pola","Perhatikan pola ukuran: Short (Pendek) - Tall (Tinggi) - Short - Tall - [...]. Selanjutnya adalah?","shapes","🎨",0,0,"=",1,25,"[""Short (Pendek)"",""Tall (Tinggi)"",""Sangat Tinggi""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_pola_268","coding_pola","Perhatikan pola emoji: 🌞 Matahari - 🌙 Bulan - 🌞 Matahari - 🌙 Bulan - [...]. Gambar selanjutnya adalah?","shapes","🎨",0,0,"=",3,25,"[""⭐ Bintang"",""🌙 Bulan"",""🌞 Matahari""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_pola_269","coding_pola","Perhatikan pola: 1 Bintang ⭐ - 2 Bintang ⭐⭐ - 1 Bintang ⭐ - 2 Bintang ⭐⭐ - [...]. Selanjutnya berapa bintang?","shapes","🎨",0,0,"=",3,25,"[""2 Bintang ⭐⭐"",""3 Bintang ⭐⭐⭐"",""1 Bintang ⭐""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_pola_270","coding_pola","Perhatikan pola: Besar - Besar - Kecil - Besar - Besar - [...]. Selanjutnya ukuran apa?","shapes","🎨",0,0,"=",3,25,"[""Besar"",""Sedang"",""Kecil""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_pola_271","coding_pola","Pola nada suara: Tinggi - Rendah - Tinggi - Rendah - [...]. Nada berikutnya adalah?","shapes","🎨",0,0,"=",1,25,"[""Tinggi"",""Rendah"",""Sangat Rendah""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_pola_272","coding_pola","Perhatikan pola warna balon berikut: 🟡 Kuning - 🟢 Hijau - 🟡 Kuning - 🟢 Hijau - 🟡 Kuning - [...]. Balon berikutnya berwarna?","shapes","🎨",0,0,"=",1,25,"[""🟢 Hijau"",""🟡 Kuning"",""🟡 Kuning""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_pola_273","coding_pola","Perhatikan pola bentuk berikut: 🟦 Persegi - 🟡 Lingkaran - 🟦 Persegi - 🟡 Lingkaran - [...]. Bentuk selanjutnya adalah?","shapes","🎨",0,0,"=",3,25,"[""🔺 Segitiga"",""🟡 Lingkaran"",""🟦 Persegi""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_pola_274","coding_pola","Perhatikan pola buah berikut: 🍎 Apel - 🍌 Pisang - 🍎 Apel - 🍌 Pisang - [...]. Buah selanjutnya adalah?","shapes","🎨",0,0,"=",3,25,"[""🍊 Jeruk"",""🍌 Pisang"",""🍎 Apel""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_pola_275","coding_pola","Perhatikan pola hewan: 🐱 Kucing - 🐶 Anjing - 🐱 Kucing - 🐶 Anjing - [...]. Hewan berikutnya adalah?","shapes","🎨",0,0,"=",1,25,"[""🐱 Kucing"",""🐰 Kelinci"",""🐶 Anjing""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_pola_276","coding_pola","Perhatikan pola angka: 1 - 2 - 1 - 2 - 1 - [...]. Angka berikutnya adalah?","shapes","🎨",0,0,"=",1,25,"[""2"",""1"",""3""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_pola_277","coding_pola","Perhatikan pola ukuran bola: ⚽ Besar - ⚽ Kecil - ⚽ Besar - ⚽ Kecil - [...]. Ukuran bola berikutnya adalah?","shapes","🎨",0,0,"=",2,25,"[""⚽ Sedang"",""⚽ Besar"",""⚽ Kecil""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_pola_278","coding_pola","Perhatikan pola emosi emoji: 😀 Senyum - 😢 Sedih - 😀 Senyum - 😢 Sedih - [...]. Gambar selanjutnya adalah?","shapes","🎨",0,0,"=",2,25,"[""😡 Marah"",""😀 Senyum"",""😢 Sedih""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_pola_279","coding_pola","Perhatikan pola tepukan: 👏 Tepuk 1x - 👏 Tepuk 2x - 👏 Tepuk 1x - 👏 Tepuk 2x - [...]. Tepukan berikutnya adalah?","shapes","🎨",0,0,"=",1,25,"[""Tepuk 1x"",""Tepuk 2x"",""Tepuk 3x""]","Jawaban pilihan [1] adalah yang paling tepat!"
